,reviews
2804,Very pretty anklet! Thank you!
2805,Earrings were very pretty but unfortunately gave me an allergic reaction
2806,Arrived in good time and my mum loved it!
2807,"Lovely and quick shipping, thank you!"
2808,"Can only give one star as I never received my order. When I contacted the seller, she was completely dismissive and offered no ways to help.
Ordered was expected on 12/15-16. It is now 12/29."
2809,"I come to Etsy to support artists, not con artists. Not worth the money (tacky) and poor customer service. I looked at the measurements before ordering and this still feels smaller than I expected. The disrespect and disregard from the seller made me feel like my business or happiness was not important at all. 

The color for the mountains is not flush with the wood...it’s cheap laminate glued on. Not what I expected for something that is normally $62. 

Comes in a bag that says “use two nails or screws to install”....Umm this was over $50 so You definitely need to include all of the hardware required. 

All in all, strongly DONT recommend."
2810,"Great birthday gift, unique and arrived swiftly!"
2811,"Shipping and response time was great. 
These are by far my favourite earrings. I like that the posts are slightly shorter than typical studs – I find it more comfortable and can lay down with them in. Highly recommend! 
For those in colder areas be careful with scarves! My scarf got caught on the jacket and lost it."
2812,Elles sont très belles. Un peu difficile de les mettre au début mais je m'habitue. Le trou de mon oreille est un peu trop bas donc l'effet n'est pas aussi beau que sur la photo mais ce n'est pas la faute de celle qui les a fabriquer. Je vais surement recommander...Merci!!
2813,"Took a while to get here but totally worth the wait. Beautifully made, delicate, and unique. I was worried about the sizing of the lower part on my earlobe but there are three holes so you can get the perfect fit."
2814,"Beautiful, well crafted & unique earrings! Great customer service; I will definitely shop here again."
2815,"Beau produit. J'ai de
Beaux commentaires sur mes boucles
D'oreille minimalistes. Je les
Aime beaucoup et le service est top!"
2816,"Exactly what I wanted! Light weight and comfortable. Beautifully packaged and fast shipping. This is my second time ordering from LeCubicule, and I'm always happy with my orders."
2817,Love them! These are my new favorite earrings! :)
2818,"Ich mag sie, weil sie so schön dezent sind. Lieben Dank!"
2819,Love these earrings! I get compliments on them all the time :)
2820,"Magnifique, délicat, j'adore! Merci pour cette belle création."
2821,"Elles sont parfaites, l'emballage est craquant, un petit plus à ma commande!
Seul Poste Canada a fait que le délai était long mais rien à voir avec la boutique qui a bien respecté la date d'envoi."
2822,Super posibles y bonitos. Gracias
2823,#1 ! J'adore vraiment beaucoup !
2824,"Love these earrings, I've gotten nothing but compliments. No problem sleeping in them either."
2825,"Elles sont parfaites, merci!"
2826,I ordered the smaller size pearls. They were lovely and delicate.
2827,"Elles sont simplement magnifiques! Excellent service, merci beaucoup!"
2828,Parfaites à offrir en cadeau. Merci :)
2829,"Vraiment, ce sont de très jolies boucles d'oreille. Merci beaucoup."
2830,Son unos pendientes muy bonitos y muy comodos
2831,Très sympa et de bonne qualité.
2832,Receive several compliments on this ear jacket. Very nice!
2833,"I am EXTREMELY happy with my beautiful earrings. 

When I ordered these, the package had to go through ""customs"" and unfortunately were not repacked properly and subsequently were lost. I  contacted the shop/vendor and they immediately sent out another pair and secured the new pair to make sure proper receipt of my order. Great customer service and lovely craftsmanship of jewelry."
2834,Granddaughter loved these!
2835,A sophisticated take on an ear jacket.
2836,I don’t believe the shipping was the seller’s fault although it took a month for the item to arrive.  The seller was very responsive to my inquiry.
2837,"If there was a way to make the earring one piece, I would rate 5 stars. I like the look a lot but they are difficult to get on with 2 pieces and then the back. Already lost one piece down the baseboard and took 30 min to fish it out. Other than that, cute!!"
2838,Did not fit my ear very well
2839,"I was concerned that because ear shapes are different this would not work for me but it DOES! Beautifully crafted and fits like a dream. I have short silver hair and wanted something  that had a bit of ""bling"" but not over the top and these beautiful earrings were perfect. They were shipped timely and packaged beautifully. would recommend highly!"
2840,"These earrings are beautiful and so comfortable! I have very sensitive ears, and I love that these earrings are made from surgical steel! I can wear them all day and no problems. They also shipped very quickly. So excited to find a local British Columbian to get my jewelry from! Will be shopping here again."
2841,"So beautiful and easy to install. I have many old holes never used in my ears but the hole scar stay, I can hide them with that. The right stay in place but sometimes the left fall, but just put back in place and it's perfect. Fast shipping for Canada, I love it! Highly recommand it."
2842,They are beautiful! My ears are not sensitive to metal either! Yaye!
2843,I love my earpins!  Packed well and shipped quickly.
2844,I have really sensitive ears. And multiple piercing holes in my ears that I dont use and hope to cover up. These are perfect! My ears are not unhappy either which is a big win for me!!!
2845,"Favoriting the shop and on the look out for new designs. 

Not as rose gold as I thought it would be but i loooove the look of it :) 

It's pretty comfortable and so far it feels nonexistent on my ears. I have incredibly sensitive ears as well, so that's saying a lot."
2846,A really fun and cool piece of jewelry. Sits nicely on my ear and looks very pretty!
2847,These earrings worked out great for my bridesmaids! The fact that they are surgical steel made it so I didn't ave to worry about allergies and they fit all of their ears without slipping or falling.
2848,"These earrings came quickly and were well packed. I like that they can be worn over the piercing (more like a cuff) or through it (although I've had a little trouble getting them in that way but that's user error!). They will be perfect for our Fall, outdoor engagement pics! Thanks again!"
2849,"Just as beautiful as the pictures, easy to put on, stayed in place most of the day. A little long for my ear, but they still look great."
2850,These earrings are great! They are exactly like the picture and came very quickly. I would definitely buy from this shop again.
2851,"I'm very satisfied with these. They're my first pair of ear climbers, and they do exactly what they're supposed to do. They are a good size, too, but don't dwarf your ear or anything. For the price the quality is quite good."
2852,Great quality product. Love them!
2853,"Lovely! My first pair of climber earrings, and they are comfortable and stay in place. Very pleased."
2854,Very beautiful and easy to wear with everything
2855,"El Brillo, la textura, el diseño"
2856,Earrings are adorable!
2857,Really nice quality!
2858,Good quality product and fast shipping for coming from Canada to USA. Got the earrings as a present for my sister and she loves them.
2859,"Bought these for my 14 year old and she has been wearing them since I gave them to her, 5 days straight! And she almost never wears earrings. They look great :)"
2860,Really beautiful pieces=-) They have a tendency to let go of my ear and hang down though.
2861,I really like these earrings but they always swing down and don’t stay in place. Not sure if it’s my ears or the product.
2862,"I LOVE these earrings!!  My ear piercing closed, but I'm still able to wear these by securing it under my ear lobe. I (reluctantly) gave my mom the other pair that I bought because she loved it too!"
2863,I feel like a forest fairy every time I wear them. They came promptly and the metal is ok even for my sensitive ears.
2864,"Beautiful earrings, exactly as pictured and arrived quickly!!"
2865,Very cute- exactly as pictured.
2866,Wear them daily! Great for sensitive ears!
2867,Beautiful earrings. Arrived quickly. No hassle!
2868,Beautiful item and great quality. However it would be great if it was easier to figure out wether an item was sent as a single earring or a pair. I ordered two because the description said ‘ear vine’ without a plural. I thought I’d get one pair of two not two pairs.
2869,"like it, wish it was a post, not a wire."
2870,"They’re incredible quality and absolutely gorgeous. I’ve only had them for a month, and they are by far my most worn earrings. I love them! They don’t start to leave any kind of green marks on my ears like a lot of other silver jewelry- they just look amazing :) They don’t tangle at all, which I expected them to so that was a great surprise. Overall, they’re incredible earrings and I’m so glad I ordered them!"
2871,Love the earrings. So dainty and unusual.Prompt transaction and would recommend.
2872,"Beautiful jewellery, and the packaging was so gorgeous I almost didn't want to open it! Thanks, I love the earrings :)"
2873,Super fast delivery and gorgeous product.  I love them!
2874,Unique and I love them 😍
2875,Very good quality and beautifully crafted. The packaging was incredibly beautiful and felt like a lot of love and thought had been put into it—a very pleasant surprise!
2876,"This was my second purchase of these earnings as when my daughter saw them she wanted some! They arrived promptly and were beautifully wrapped in recycled material. They are much sturdier than I expected and i have not taken them out since i got my first pair about a month ago which means I have showered, slept and gone swimming with them in (probably not a good idea but I'm lazy about changing my earrings). I love them!"
2877,"Perfect earrings, and WOW how beautiful your lettering was on the envelope!"
2878,"Gorgeous, well-made, delicate, elegant looking - these earrings are just what I hoped for! Thank you so much! Loved the packaging, too :)"
2879,Wunderschön. Die Größe ist perfekt.
2880,"Lovely item, alternative but understated. Well wrapped with recycled paper and a lovely hand written note. I am very pleased."
2881,Lovely earrings!!! Very unique. :)
2882,Very nice! Just as descripted.
2883,The back holders do not stay attached. But it's a really pretty piece.
2884,"Bought a few of these now for both me and my daughters, they are lovely.Well worth the money."
2885,Shipped fast and looks exactly like the photo. Thank you?
2886,I'm getting so many complements for these ^_^ They're even prettier up close!
2887,Love the earrings :) get lots of compliments when wearing them.
2888,"Very nice, looks exactly as shown!!"
2889,Just as described and shipped quickly. Beautiful earrings!
2890,I never received my order but I was sent this message to review it.
2891,The earrings are gorgeous! It was shipped very quickly and there was great customer service regarding my questions on how to best wear climber earrings. Would recommend.
2892,"Absolutely love these. Thank you, they are stunning"
2893,"The moonstone is more a bright white stone. It’s super pretty but doesn’t have the flashes of blue I’m used to with moonstone. That said, it’s super pretty"
2894,"I chose the blanco color and they are beautiful! Good quality, size as indicated in the pics;  easy to put on and keep on."
2895,Gorgeous product. Even better than expect. I bought them as a Christmas present for my best friend and I know she will love them. Extra points for the cute leather pouch and personalized note. This is why I continue to shop on esty.  💕
2896,Really beautiful - bought these on a whim and they are absolutely lovely in person. Really recommend them. Great design
2897,Shipped very quickly and is very cute and comfortable in my ear! Love!
2898,Super pretty earclimbers and a perfect size too. Thanks!
2899,"It looks great, and the earrings are made of quality materials. Will purchase from this store again!"
2900,Love them! They look exactly like on the images and they arrived in a very nice box.
2901,"Lovely Climbers. A quality setting. Unfortunately, a little large for my small ear lobes. They will be loved by someone else."
2902,"Muy elegantes y finos, quedan genial!"
2903,Très jolie! Elles ont beaucoup de succès auprès de mes amies.
2904,"Son tal cual en las fotos, preciosos. Muy contenta, compraré más :)"
2905,"Arrived just as described/shown in photos. Very pretty, simple, and elegant. Thank you."
2906,"Gorgeous jewels, fast shipping, and great customer service."
2907,"Preciosos, llegaron rápido, son muy finos y elegantes."
2908,So cute and beautiful made. Love them!
2909,Lovely! Just as expected. Great sparkle.
2910,Very beautiful earrings and great customer service!
2911,Very beautiful earrings and great customer service!
2912,Absolutely love. I can’t wait to wear for my wedding
2913,Fast shipping! Very pretty! Thank you!
2914,"je cherchais depuis longtemps des ear cuff que je puisse poser sur la partie supérieur de l'oreille. lorsque j'ai vu les création de gpdesign j'ai tout de suite été intéressé et j'ai demandé une personnalisation. Et le résultat était génial! rien à redire, j'en ai déjà commandé 3! un grand merci!"
2915,"I love it so much, I might get another one for the other ear.  Great quality, very impressive in a quiet way!"
2916,"Vraiment ravie de ce choix ! Les deux anneaux sont absolument magnifiques, avec de belles couleurs profondes, et sont très agréables à porter. Ils donnent une ""signature"" toute nouvelle à mes cheveux courts. Les échanges avec la créatrice ont été très plaisants et l'envoi immédiat. Je referai une commande (voire plusieurs) avec certitude et plaisir."
2917,"Vraiment ravie de ce choix ! Les deux anneaux sont absolument magnifiques, avec de belles couleurs profondes, et sont très agréables à porter. Ils donnent une ""signature"" toute nouvelle à mes cheveux courts. Les échanges avec la créatrice ont été très plaisants et l'envoi immédiat. Je referai une commande (voire plusieurs) avec certitude et plaisir."
2918,"This is my second purchase from this shop, and it won't be the last.  The enamel is nicely done, with beautiful colors.  I recommend the red for a beginning try."
2919,"Très beau bijoux, reçu rapidement, très bon contact avec Sandrine la Créatrice. Je pense que je lui achèterai d'autres bijoux..."
2920,Love this earring it's extremely dainty for a bigger piece completely in love with it! Will definitely be using again in the future
2921,I love this earring! My piecing is higher than the one in the listing but I think it still looks great!  I got the shortest option (4 mm) and it fits perfect!  Fast shipping too.
2922,"I ordered several cartilage earrings from this shop, and although they're all beautiful, this one is by far my favorite! An extremely unique and beautiful design. My only advice: After seeing them all in person (I ordered some 6mm but mostly 8mm), I do wish that I would have gotten them all in 6mm, as 8mm looks a bit too long for cartilage piercings, at least on me (an average-sized woman). I ordered the larger size as I was nervous about potential swelling from piercing, but it seems much longer than necessary in person/might bobble around. So personally, if I could go back, I'd go with all 6mm... but we'll see for sure when I finally get up the courage to do the piercings I plan on!"
2923,"This earring is gorgeous and I plan to wear to my wedding.  You can also flip it if you don't want it sticking outside of your ear, even though its very cute that way.  Very happy with my purchase and the customer service was great.  I got the 6mm for my helix and it fits ok (tad bit too long for me), but next time I might try the 4 mm.  You can purchase the labret itself for only a couple bucks to try for size."
2924,So pretty! It is more dainty in person than what I was imagining from the picture but I was pleasantly surprised!  I am planning on wearing it at my wedding and it will match well with my  other jewelry. Thank you!
2925,Arrived quickly and packaged with love. Beautiful quality!  Stunning piece. So happy. I love it. Thank u so much!
2926,Love this! It's so different! Great customer service! Would work with seller again. However this earring is very difficult to put on and I lost the earring  a weeks after purchase. Hard to screw the back in and it comes loose.
2927,So pretty.  Perfect size for my second hole.  I loved these.
2928,Very cute and exactly what I was looking for. I always use 1/4 bar but I wished I ordered the next size up
2929,"Gorgeous! Fancy, looks great in the helix!"
2930,"Très beau bijou qui sort de l’ordinaire, plus brillant que ce que j’imaginais mais c’est parfait comme ça ! Packaging mignon et envoi soigné. Ravie de mon achat 😊"
2931,Really beautiful! I took a photo but it did not show how lovely this item is. Arrived very quickly and in a box with a personalised message which is a great touch!
2932,VERY beautiful and well made. Handled my custom requests beautifully. Great customer service!
2933,Love it
2934,"I bought this with the intention of wearing it on my top ear (cartilage) piercing, and it works perfect for this piercing/location. Overall; great piece, great quality
I'll be buying another one for the other ear soon! Love this adorable shop!"
2935,Super cute!! Only issue is my hair gets caught on it but that's it. Thank you I love it. :)
2936,The shipping was lightening fast and the item came exactly as described. As someone who has a very strong allergy to anything other than surgical steel or gold and it's been over a week and no issues at all and I haven't taken it out once. Loving this unique design and have gotten several compliments so far! Thank you!
2937,Such great quality and lots of depth to this piece. I love it!
2938,Amazin jewelry .i ❤️it
2939,"Love this ""spray"" of lotus flower. Beautiful! Had to buy one for each ear."
2940,Love this earring! This is what I’ve been looking for for a while. Wearing it in the same spot as the photo.
2941,It's absolutely beautiful and amazing quality! I am beyond happy with this purchase!!!
2942,So beautiful
2943,I got these to wear for my brother's wedding.  It fits perfect and makes for a great accessory to fancy up any outfit.
2944,it's beautiful! I loved it!
2945,"It's soo pretty! I love how it looks, I took off one star because it hurts my ear when I lay on that side."
2946,Really nice pieces. Quick delivery and great customer service.
2947,"A little tough to screw, but beyond beautiful!!!"
2948,Love it so pretty! Fits great and came so quickly
2949,Elegant and classy. Fast shipping and great customer service!
2950,"I love the design. The only thing I had a problem with was deciding the length of the post. I now know I need a 6mm length. The 11mm I ordered spins. However, even the spin doesn't detract from the beauty of the design. I'll order another, definitely!"
2951,Absolutely beautiful! Great for a night out!
2952,Looks amazing in person! It looks just like the picture
2953,Very pretty item that arrived on time - will be getting more in the future!
2954,Very pretty item that arrived on time - will be getting more in the future!
2955,Very pretty item that arrived on time - will be getting more in the future!
2956,Such a pretty and unique earring! Love it!
2957,"Earrings are lovely, exactly what I was hoping for. I love that the posts are stainless steel as I have very sensitive ears and they have not turned my ears green or irritated them at all even after wearing them all day and night. Shipped faster then expected, owners responded to all my questions. Overall good experience with this shop. Will purchase from them again!"
2958,"Absolutely beautiful piece of jewelry (and cute packaging)! Plus, it arrived in no time at all."
2959,"Love the ""3d"" effect -- beautiful, thank you! Also, I appreciate the hypoallergenic post!"
2960,"Very pretty. Fast shipping, looks as pictured. I would defiantly order again and recommend to others! :)"
2961,Gorgeous earrings! I love them!
2962,Love this piece. Great quality and unique.
2963,This is so cute - I love wearing it!
2964,Amazing quality! Worth every penny 🙂
2965,"Did not receive the first shipment, contact seller and they shipped a new package very quickly.  Beautiful and my daughter is going to love them!"
2966,"Looks so cute, even in my upper cartilage."
2967,Love the earring so much!
2968,Gorgeous little piece for my sister!
2969,"Gorgeous! I am excited about my new piece. I’m looking forward to wearing it on my wedding day and in the days to come going forward.

Thank you💖"
2970,Love it! So pretty! Thank you!
2971,Beautiful design. Planning to use on my wedding day.
2972,It was delivered quite fast and it looks very pretty
2973,Absolutely beautiful! Shipped on time and arrived quickly.
2974,"Beautiful, great quality, and received quickly!"
2975,"cute and very fast shipping, came with in 3 or so days!"
2976,"I received this item sooner than expected. The box inside the mailer was beautiful, and would have been appropriate to give as a gift with no further adornments. The earring is well made and looks better than the photographs. I will definitely order from this shop again."
2977,Gorgeous and arrived quickly!
2978,Beautiful earrings. I bought two cartilage earrings and a pair of lobe regular earrings for a wedding I will attend.  These are the two cartilage.
2979,Super sparkly and definitely noticeable. Just wish I had ordered a shorter rod because it keeps twisting and catching onto my hair unless I tie it up.
2980,Fast shipping and beautiful earring!
2981,Very prompt on delivery. Thankyou love my item.
2982,exactly as described and looks sparkly and classy. love it!
2983,Super pretty and came really fast. Only issue is that it's kind of difficult to put on.
2984,Love this classy little earring.  Looks great.  Thank you.
2985,My wife really likes this! It looks amazing on her.
2986,Came in on time and looks great!  Thank you!
2987,Just as beautiful as the picture
2988,"Very classy earring, love it!"
2989,Very pretty and feminine piece. Great for every day wear.
2990,Beautiful! Got it as a gift. Shipping was very fast and included tracking.
2991,This couldn't be more gorgeous! Purchased it to wear for a wedding and cannot wait to do so!
2992,Earrings look great and shipped in a hurry.
2993,Very nice. I am very pleased with the quality.
2994,Pretty and ships really fast!
2995,Absolutely beautiful...quite glamourous...cant wait to wear them..
2996,"Beautiful earring, very elegant.  Received it very quickly."
2997,Beautiful piercing and great value for money!
2998,Exquisite earring and it arrived promptly.
2999,Arrived early. Piece fits well.
3000,"So this earring is adorable. It is so cute and I have gotten tons of compliments on it. My only problem with the earring is that it will not stay in my ear. It has fallen out 4 times in the past few days. Luckily I have been able to find it when it falls out, but it makes me not want to wear it all the time because I know it is going to fall out and I am going to lose it"
3001,"Not a fan, doesnt sit well in the ear, wasn't as cute as I expected it to be. Just overall, disappointing. I won't be purchasing again."
3002,"Item came on time, exactly as shown on the pictures."
3003,"The post was way to big of a gauge (I ordered smallest), and it hurts my cartilage. I can’t wear it."
3004,Love them!
3005,"Sehr schöne Ear Crawler, allerdings relativ lange Lieferzeit (14 Tage) für den Versand innerhalb der EU- da kam die Bestellung aus New York bedeutend schneller. Dennoch- würde sie wieder bestellen!"
3006,"I love this Ear Rings they are so beautiful! Thank you for your Service!
Sincerely Yours,

Catharina Hassid"
3007,"Love, love these earrings! They came in a simple and elegant box and tissue, ready as Christmas presents. They arrived on time with no problems. The earrings are beautifully created, simple and elegant in design. The amethyst gives them a colorful touch. Beautiful work. Thank you!"
3008,These are beautiful and look just like picture. Arrived in a short time. I love them.
3009,I love these Charlottes Web items. They are so pretty.
3010,Love these earrings. They are very comfy and had lots of lovely compliments. Fast delivery. Thank you
3011,"Good quality earrings, very elegant and arrived in good time. My only criticism is the presentation - they came just in a card sleeve.. So now I have to find a nice box to present them in. Apart from that, very happy. Thanks"
3012,Lovely delicate ear climbing earrings will be a perfect present for Xmas this year. Arrived from UK on 19 October after being purchased on 28 September - very happy with the delivery time given the impact on shipping due to Covid.
3013,"The bar at the back required some adjustment, but after that a stunning earring. I get complemented every time I wear these."
3014,"Wirklich schicker Ohrschmuck. Schnelle Lieferung, immer wieder gern."
3015,"Beautiful, my Mum is going to be over the moon on Christmas day. Super fast delivery ."
3016,Very pretty! Carefully packaged and shipped quickly. Thank you!! ❤
3017,Shipped quick and they are gorgeous!!
3018,"My wife loved these, great fit and they are beautiful!"
3019,Beautiful earrings and very prompt delivery.
3020,Gorgeous earrings - wish I'd kept them for myself!
3021,"Very pretty item, beautifully packaged and arrived in good time, thank you."
3022,These are so stunning! Can't wait to wear them at my wedding!
3023,Just as described. Love them
3024,"I got these for a gift and she was delighted,"
3025,"nice design, fast and good service"
3026,Lovely quality. Package included a gift box.
3027,Very cute earrings! They are a little hard to get on at first but they seem to stay put once they're in.
3028,"Truly beautiful earrings, exactly as in the picture. Unfortunately not for me, as they don’t stay put and I almost lost them a few times, they fell from my earlobes . Tried various ways, however they don’t work. Perhaps for someone else...😐"
3029,"Liked it but lost it as it didn't have any backs, and fell off. Very sad."
3030,They are so unique and beautifully crafted! Well worth the wait from the long trip overseas~! :)
3031,"Absolutely gorgeous. The pictures don't do them justice, they're awesome! The presentation was also adorable and flawless; if you're considering them as a gift, get them!!"
3032,"Me encanta! Siempre voy a recomendar CandyFoxx! Sus accesorios son hermosos en diseño y textura, no duden en comprar!"
3033,"These earrings are beautiful and very original. The only thing is I thought, looking at the pictures, that the big part was smaller, it turned out to be bigger than I thought."
3034,"Totally happy with these earrings : beautiful, simple but original, nice work and getting me a looot a compliments. Perfect."
3035,"GREAT EARRINGS, QUALITY 100%, VERY COMFORTABLE, SO MANY COMPLIMENTS!!! THEY ALWAYS SHIP ON TIME!!!😄👍👍😄
    THANK U,
RECOLE S JONES"
3036,"These earrings are beautiful! I love wearing them, my husband says that they are ""a true expression of my personality""! It is SO nice to support candyfoxx and know that my earrings are good quality and are made by someone who truly cares! I can tell that she cares because: 1. When my payment went through funny in the beginning, she helped me to resolve the issue and 2. The item arrived in perfect condition and you can tell that a lot of thought and care went into the packaging. SO pleased! Will be purchasing my next pair from candyfoxx as well!!!"
3037,These earrings look great! just like their picture. Would definitely by more in other colors
3038,Absolutely love these earrings - fab!
3039,"Absolutely love these earrings! I'm actually going to order more, in other colors! Thank you so much!"
3040,Very unique! A conversation piece :). I got black and white so I can mix and match :)
3041,Great shop! Love my earrings and they came quickly and in perfect condition.  Recommended and will purchase again.
3042,most wonderful earrings ! ! ! they look perfect !
3043,"I love the the material,style and quality.  The problem is the backs ares a lot larger than they look on the model in the picture.  They just don't look right on me.  I wanted to love these!!!"
3044,Just fabulous!! The earrings are of great quality. Super cute packaging! I will definitely be ordering another pair!
3045,"Let me say this first: I absolutely love this style of earring. However, the quality of the white blocks was very low, and they looked very messy, and I really don't feel the price was justified. But, I do love the earrings quite a bit, its just if I had known now what I do, I wouldn't have paid more than $10 for them."
3046,they are the best like always!
3047,Perfect! They are exactly what I wanted and expected! Great quality and look amazing.
3048,Absolutely LOVE these earrings. Shipping to Australia did take a while though.
3049,Awesome!  Beautifully crafted.  I love them and will be purchasing more!
3050,Really fun earrings. Will get a good deal of use this summer. Nicely made and packed.
3051,"love these earring, so great!"
3052,Love how they look! They're not super heavy but my ears aren't really used to anything more than studs so they hurt a bit. But I do like them 😊
3053,Great earrings-want them in black too!
3054,"Shipped fast, amazing design and very confortable item"
3055,"Really cute earrings. A wee bit bigger than I thought they'd be but, still awesome!!!"
3056,Bigger than expected. Great quality. Good packaging.
3057,they are very funky and chic
3058,"Perfect, exactly what I was hoping for thank you very much- packaging was awesome"
3059,ordered 2 pairs and love all of them <3
3060,":) cute, nice, good quality."
3061,Lovely earrings. A bit bigger than I tought but very nice indeed:)
3062,"As cute as pictured, good customer care"
3063,Beautifully made and packaged item!
3064,Great design and packaging good for an immediate present.
3065,"I asked a question, no answer. Then I placed my order. Later on, I got another question, asked, answered!!! I am guessing you have to be actually paying to deserve attention. The earrings are cute, though the cubes aren’t perfect cube-shaped. I like how they are in general."
3066,Great item and fast shipment. Thanks!
3067,I loved the way they looked. However I wore them 1 day and took them off at night and the front square came off the post. Tried contacting the shop 3 times and never got a response.
3068,"Very nice earrings, arrived kinda dirty though."
3069,I wish they were a bit smaller. There very heavy/large which make them look awkward. I like the concept but too big .
3070,"What can i say, they are beautiful !! Beautifully made, and look gorgeous on, and comfortable to wear also look very expensive, at the price they are, they are amazing !! People comment on how lovely and where i got them from. So well done, i love them and thank you."
3071,"Earrings thoughtfully packaged, they are just as depicted/described & they seem to be of sturdy material. I have a few items Favorited from this shop & I will possibly shop again!"
3072,Received my order earlier than expected. Beautiful earrings!
3073,Your wardrobe needs this pair of earrings.they can be worn with everything you own ...exquisite
3074,I love these ear jacket earrings!!
3075,Everything went smoothly with the purchase. The earrings really sparkle on my daughter. She loves them! Grazie!
3076,good quality piece; would buy again -- Thank you!
3077,Nice piece. Def quality in the work and well built.
3078,They were very good quality but were much larger than I expected.
3079,The bar that holds the back stud hung down below my ear lobe. It looked funny. Tried twice to contact seller  but no response from them. I will not buy from this seller again.
3080,I love these ear climbers so much! Very pretty!!
3081,I have never written a review before on anything I purchase.. Maybe I'm too lazy. Anyway. These earrings are outstanding. The quality. The color of gold. The fact that they are a little malleable so you can gently bend them to fit your ear perfectly. The shipping did take a while.. I just got them yesterday and ordered a month ago (I'm in the US) . But it was worth the wait. Thank you!
3082,❤️❤️❤️❤️❤️❤️
3083,"These lovely, delicate, minimalistic ear climbers arrived after a couple of weeks, packaged very well. The seller also responded very quickly to my message. Pleased with my purchase :)"
3084,These are super comfy and just the right length. I wear them all the time and always receive compliments. great price too!
3085,I love it! They are perfect! Thanks!!
3086,Superbes boucles d’oreilles. Conformes à mes attentes.
3087,Worth the wait -- beautiful!
3088,"These earrings are beautifully crafted and are, in my opinion, a must have for everyone. Thanks so much!"
3089,Beautiful and good quality!
3090,"So pretty. Love them, thank you!"
3091,Bigger than I thought they would be but still cute! I added a little rubber earring back to keep from falling off.
3092,"I bought these for my roommate and she LOVES them. She wears them all the time and gets so many compliments. They took a long time (a month) to arrive in the U.S., but they are beautiful!"
3093,Bought the pair in gold and may never take them off! So cute!
3094,Arrivé en deux semaine à Paris.Boucles d'oreilles parfaites qui s'adapte facilement à l'oreille
3095,Very happy with my purchase
3096,Beautiful and comfortable to wear!
3097,Exactly as ordered. Look very pretty.
3098,Very small but looks nice!
3099,Shipping took forever so don't plan on having it by a certain date or at least order weeks-months in advance
3100,"The earings look lovely, made beautifully and just what I was looking for"
3101,Pendientes preciosos y comodos. Entrega rapidisima. Muy contenta con la compra
3102,"The earrings are stunning, SO beautiful! Great quality. Arrived quick and perfectly packaged. Thanks!"
3103,thanks for my most favourite earrings!
3104,Todavía no lo he recibido
3105,Envío rápido y descripción exacta.
3106,"So beautiful.
They slip off easily, so be careful not to lose these puppies."
3107,"These are exactly what I was hoping for! Love them, and love the sizing options...they fit me perfectly!"
3108,"Exactly as pictured, beautiful in person :) Love them!"
3109,Very cute and unique!
3110,"Beautiful, exactly as described and depicted"
3111,"Earring broke within 24 hours. Reached out to the store and did not hear back. Luckily I was able to glue it back together. Love the earrings, just wish I hadn't needed to fix them so soon and that I had gotten some sort of response."
3112,"I love these, especially the jacket part! The adjustable height is great for me (I have small earlobes and many jackets just don't fit me), and the simple design pairs well with all kinds of other stud earrings, not just the ones that come as part of this set. I'm currently wearing them with some lime green studs and have gotten multiple compliments on the interesting combo! The jacket is comfortable, but do know you have to push the butterfly back down the post to hold it in place, which takes some time to get used to if like me you normally keep the back at the end of the post."
3113,"LOVE LOVE LOVE!  These earrings are perfect, really cute and subtle, easy to wear every day, and also great for dressing up.  Beautifully packaged, and arrived on time."
3114,Great quality. Those are my favorite earrings. Simple and elegant. Will definitely be ordering more from this shop.
3115,I just got these earrings and I love them! They look exactly as pictured and are super comfortable. High quality and light weight. Would purchase from this shop again.
3116,"I adore these earrings! They are sturdy and fit perfectly, even with my previously-stretched lobes. Definitely my new daily go-to pair of earrings!"
3117,"Have had these in my cart for weeks and so glad I finally hit the button. Cool, really well made and different earrings! Love them!"
3118,"I was very happy to receive these earrings in the mail today! They're  unique, simple and subtle but have a very modern and clean look. I really like how you can adjust the bottom piece to fit you ear. Overall I'm very happy with this purchase and can't wait to wear them! Thanks!!"
3119,Beautiful earrings that can be worn every day! The craftsmanship is perfect and they arrived quickly. I gets lots of compliments on this small but bold earrings!
3120,The delivery came a week early! And I absolutely love both pairs I got. Super chic and unique!
3121,"My earrings arrived today - I am a very happy customer.  The earrings are exactly as pictured, and arrived lightning fast!  

They came beautifully packaged in a small earring tin with the shops name on it.  I would definitely shop here again.  Thank you!"
3122,Love the uniqueness of these well made earrings! Shipping was fast!
3123,"Great quality item, communication was easy with the seller. I recommend!"
3124,Super cute
3125,"Parfait, j'adore et c'est fidèle à la photo. Je galère par contre un peu à les mettre...il ne faut pas trop être dans le speed 😊!"
3126,"I love these so much! I had to wear them right away. They arrived quickly, excellent quality."
3127,"Got these for my trendy sister-in-law's birthday. Haven't seen her yet to deliver them, but I think she'll love them!"
3128,Study  I love that you’re basically getting two earrings in one as I have worn just the bars by themselves multiple times. Fast shipping.
3129,Awesome ear jackets. So cute and super speedy shipping!
3130,so cute. haven't taken them off
3131,"Beautiful ! Love it, They are perfect just like the picture"
3132,These earrings are cute and dante. Having a little trouble putting them on but know that I’ll enjoy them once that is conquered.
3133,"Great style, easy to adjust, shipped quickly."
