reviews,Sentiment
Love the uniqueness of these well made earrings! Shipping was fast!,1
"Great quality item, communication was easy with the seller. I recommend!",1
Super cute,1
"Parfait, j'adore et c'est fidèle à la photo. Je galère par contre un peu à les mettre...il ne faut pas trop être dans le speed 😊!",1
"I love these so much! I had to wear them right away. They arrived quickly, excellent quality.",1
"Got these for my trendy sister-in-law's birthday. Haven't seen her yet to deliver them, but I think she'll love them!",1
Study  I love that you’re basically getting two earrings in one as I have worn just the bars by themselves multiple times. Fast shipping.,1
Awesome ear jackets. So cute and super speedy shipping!,1
so cute. haven't taken them off,1
"Beautiful ! Love it, They are perfect just like the picture",1
These earrings are cute and dante. Having a little trouble putting them on but know that I’ll enjoy them once that is conquered.,1
"Great style, easy to adjust, shipped quickly.",1
Bien reçu. Ravie de mes achats.,1
Good quality and it looks exactly like the picture!,1
"These earrings are very simple and cute, I leave them in for everyday wear!!",1
"Fast, efficient service from the Seller. I bought these as a birthday gift for my teenage niece and she loves them!",1
I have still not received this. The tracking shows still in transit but there has been no update since 12/9. I need to know the status on this ASAP. Is there a way to get in touch with USPS on this for an inquiry?,0
This is my second pair of aspera earrings and I’m obsessed. I love minimalist jewelry and theirs is unique and beautiful. Thank you.,1
These mini pin earrings were exactly what I was looking for to complete my daily earring look!  I'm wearing them in my double piercings and they are perfect.,1
"Quick to respond, rapid shipping and beautiful packaging! Earrings are the most dainty, beautiful, flattering and quality earrings! Bought theses for my wedding day earrings and couldn't be happier. Wear them whenever I have the chance now:)
 Thank you so much!",1
Really pretty little earring. Perfectly sized for my top lobe piercing. Great customer service as well!,1
Beautiful!,1
"I really love my earrings. They arrived quickly in eco-friendly packaging (love that). Also I have had another style of this earring and it fell out. However, this style is great, stays in place and it will not fall out. Overall a great product :) WIll shop at this store again soon.",1
"I ordered the smallest size and they are so simple and pretty, hanging just below my earlobe. I love them.",1
These were a lot smaller than I was expecting it they are really cute. Great quality.,1
"Super cute earrings, but more importantly I was shocked by how comfortable they are, nothing pokes into your head like the backs of normal earrings. The only issue I have is that they can definitely fall out easily so be careful if you are for some reason moving around on a bed 🤷🏼‍♀️",1
Simple and beautiful earrings. Love them.,1
"Beautiful little earrings! I'm wearing them for my wedding so I wish it had a little box or what not to keep it in until then, but I really appreciated the eco-friendly packaging and super fast service!! Will be buying another pair :)",1
Adorable earrings! The shipped quickly and seem to be really good quality.,1
Beautiful. Shipping was a little slow. But the earrings were well worth the wait :),1
They are perfect. thank you!,1
"They're pretty, but they're very flimsy. I don't think they're worth the price I paid for them, to be honest.",1
Great item at an amazing price! Came packaged professionally. The seller was more than happy to answer all my questions before I purchased the item.,1
"I don't know if I'm wearing it wrong, but it doesn't stay on very well so I haven't worn it, I'm afraid I'll lose it. Eh.",0
"Merci beaucoup, envoi soigné et rapide",1
Sweet and oh-so-nicely package. Thanks so much!,1
"love these earrings, can't wait to wear them!",1
So fine and delicate.  Shipped on time with care.,1
"gorgeous! arrived very quickly, thank you!",1
"These ear climbers are perfect. They do have a little weight to them. If they slip, follow the instructions given on how to secure them on your ear lobes. They are so beautiful, I wear them all the time! Shipping was fast and secure. Will order from this shop again.",1
Loved it!!,1
LOVE the shape & colors!  Very nice!,1
"Already snapped. I've ordered these earrings for my daughter. We have followed directions on how to put on and take off and, were careful and used only 2x. It snapped in the middle of the vine between 3rd & 4th rock",0
These are so gorgeous and very well made!,1
Thanks!,1
Beautiful earrings! Arrived super quick!,1
Gorgeous earrings that fit well and don’t irritate my ears!,1
Super cute! It took kind of a long time to get here but it was worth the wait!,1
These earrings are beautiful! They look amazing! The overseas shipping was really fast too. Thank you.,1
I love the look and style. Well made and worth the wait.,1
"So so gorgeous, love it!",1
Really beautiful!!!,1
I LOVE these earrings!!! They’re so cute and go with a variety of outfits/styles.,1
"Unique, beautiful earrings! Bought the other color too!",1
very pretty - thanks you!,1
Matches the picture ! Nice article,1
Looks great just took a couple of weeks to arrive.,1
These are nice. Thank you :),1
Love these!  Not gaudy and adds interest to studs. Light and move beautifully,1
"Amazing packaging, very creative and eco friendly.  These jackets are great for wearing with any studs, haven't tried them slipped onto climbers yet but I can see them being amazing for that as well.  Very tempted to get the longer pair as well.",1
"So Beautiful
 And arrived so fast!
Thank you so much!🤗",1
Bought these for my daughter and she's thrilled with them. I have to admit they do look good and will add variety to her ordinary studs. Thanks Tanglemoss.,1
Totally love them...super fast shipping!  Had to wait to leave you feedback...etsy wouldn't allow me until today.  Thanks so much!,1
I really like these. I would be interested in similar items with more/longer strands.,1
Beautiful earrings! The style and quality are excellent. I even received a surprise pair of gorgeous hoops as a bonus gift!,1
I’ve gotten so many compliments already. :) Quality is excellent.,1
really cute and arrived fast,1
Ordered these and have received so many compliments! Have already ordered two more pairs for Christmas gifts!,1
"These earrings are BEAUTIFUL,  so well made, really quality pieces, well worth the wait, thank you so much!!",1
Really beautyful!,1
"Beautiful 14 K ear climber earrings, I love them!",1
"Ik heb hem nog steeds niet ontvangen, had me zo verheugd om ze met Kerst te dragen ☹️
Finaly I received my ear-ornaments, one month  to late but very wonderful and exacty as I wished.",1
"Beautiful, exactly as described. AMazing communication by the seller. :) Couldn't recommend more",1
These quickly turned into my favorite earrings to wear. Thanks for the fast shipping!,1
Lovely and unique ! Very good quality and easy to adjust on the ear lobe. Highly recommended !,1
"De oorbellen zijn op tijd verzonden en met zorg ingepakt.
Ook leuk gedaan een los cadeautasje.
De oorbellen zijn erg mooi en conform de foto",1
Love the earrings! They just took a long time to get here.,1
Wundervoll- hochwertig verarbeitet und schick!,0
Love these!  They are very dainty and a perfect for my second holes. Different and subtle. I slept in them even. Very comfortable. I'll be back for more styles!  Thanks!,1
"Super cute, and actually looks really cute as a climber. 
One note - they are much much tinier than I anticipated. Refer to the picture on an actual ear, not the bowl picture :D",0
Absolutely perfect!  I adore it.  I will 100% be back for more fun Ear pins!  Perfect transaction!,1
"I love my super chic ear pin climbers. They are well-made, and were packed so sweetly. I'm a regular LITTIONARY customer and will continue to be after this purchase!",1
"These earrings are very cute. I was surprised at how tiny they are, they are smaller than I expected. They're very light, and I don't even notice the earrings while wearing them. Thank you very much!",0
Love these! The cuffs are so simple and perfect for something different.,1
Adorable earrings in adorable packaging! They arrived quickly and are lovely; my only quibble is that the tiny ear climbers are a little too tiny for my plump earlobes. I flared them out and put them in my second holes and I think they're going to work!,1
They are small and absolutely perfect.  Exactly what I was looking for when I don't want to clash wearing silver and gold jewelry (I hate doing that). They shipped extremely fast!,1
They are small and absolutely perfect.  Exactly what I was looking for when I don't want to clash wearing silver and gold jewelry (I hate doing that). They shipped extremely fast!,1
"I love this ear pin!  It's tiny, it's different, it's sterling silver and it's so comfortable on you don't know it's there until someone says, ""Hey, wait a minute, let me see your ear...oh, WOW!"" and then they want to know where to get one, and I tell them. (I just rec'd this yesterday - beautifully packaged and so quickly from the east coast to my home on the west coast - and I've already had that reaction 3 times today.) I will be a repeat customer and highly recommend Littionary to anyone.",1
I put them on immediately and love them so very much. Thank you!! :),1
Wonderfully dainty. the rose is the perfect tint!,1
Love these.,1
I've loved all the products ordered from Littionary and these were no different. They're perfect. Dainty yet sturdy and very cute. I'd buy them again in a heartbeat!,1
"Love it! My ears are super sensitive, and it only took about 3-4 days for my ear to adjust. It's minimal and totally work appropriate for a conservative work environment. Bonus: I'm super lazy and have no problems sleeping in it!",1
Super fast shipping and SUPER CUTE EARRINGS! I love them to bits. Well made also.,1
"Love them! Beautiful product, fast shipping, great quality, exactly as pictured.",1
Love these! Now I want them in all the colors.,1
Love these earrings ! So perfect and minimal. I never take them off,1
"I really like these earrings. It took quite awhile for them to ship, but I am able to overlook that since they are so versatile and cute!",1
I have had so many complements on these. I really love them.,1
"I wear these practically every day. They're understated, but beautiful. I want a pair in every metal now!",1
So PERFECT! I will totally be ordering more. Thank you!,1
These are the most comfortable pair of earrings I've ever had. I've practically lived in them since they arrived. And I get so many compliments on them. No one has seen anything like them. And they arrived so fast! I would definitely recommend getting at least one pair of these!,1
"These earrings are so delicate and pretty, I absolutely love them! I get so many compliments on them, and they are super comfy to wear as well. Shipping was quick, and the earrings arrived beautifully packaged as well.",1
"Gorgeous, delicate little earrings. Very subtle and exactly what I wanted. Also comfortable to wear all the time/sleep in. Many thanks from London!",1
Love these!!!!,1
I get compliments and questions about these all the time. They're so simple but they make a statement. :-),1
LOVE THEM! They're like little staples on my earlobes lol,1
Beautiful and simple! They are perfect and shipping was quick!,1
Cute! They look a little like itty bitty staples.,1
I love these earrings so much. I lost them once so I bought them right back! Literally wear them everyday.,1
"Smaller than anticipated, yet once on I realized these are the perfect size!! Beautiful in person. Packaged very, very nicely. Thank you.",1
"I lost one of my pair, so I bought another one. Love that I can buy singles.",1
So small and dainty I love it!!,1
"Well made and timely shipping!!! 
I guess my only complaint is that I was expecting these to be a little bit wider on the front side, they have the appearance of staples in my ears. It doesn't really bother me and I wear them but like I said they are not the size I was expecting.",1
"Just what I was looking for. Simple, everyday earring. Love it.",1
Love this bar crawler earrings ... I've all ready order more earrings from  the LITTIONARY shop... Can't wait to wear them too...,1
"Love the look, product and customer service. I thought it would be a little bigger thicker, but when wearing it all day, you realize it's the perfect size. I barley notice I am wearing it.",1
Everything was perfect. I love it.,1
"Perfect fit/size/look!

I love this unique piece, very lovely. I will purchase from this shop again.",1
Came fast. Very comfortable. Love how they look.,1
Shipping took almost a month to get to me but the ear pins were beautiful and the packaging was thoughtful and gorgeous! I wear them everyday.,1
Very unique design...really love them when I want to wear something simple.,1
"So simple, so beautiful, I love them! Thank you!",1
"perfect, lovely, great quality per usual",1
"Shipped fast, great packaging but they tarnished within 2 weeks! Totally not worth $36. I never wore them in the shower or anything, so I don't know what's up. 

Bummer.",0
loved them! thank you so much,1
"fast shipping, perfect every day earrings",1
On time and super cute. Easy to wear and stays put!,1
Awesome earrings! Love the minimalist look and they go with everything! Thank you!,1
"They are a little smaller than I anticipated, but I still love them!",1
They are the perfect minimalist earrings. They look great!,1
Exactly what I wanted. Love them!,1
"Initially I wasn't sure how these looked, but they have really grown on me. I wear them daily, and I love that they are minimal so I forget I'm wearing them.",1
Shipped promptly and item was as described. Cute lil pin!,1
Lovely as always!,1
This is great and I love it.,1
"I love them.  Just be careful.  I lost one that fell out.   my fault :(
Great Seller!!!",1
Perfect everyday earrings! Exactly as described.,1
Love this! I think I am going to order a second one.,1
"I really like these! They are subtle but have a bit of edge. They don't irritate my ears which are extremely sensitive, and so light I forget I have them on.",1
"Delicate and simple, came pretty quickly. Thank you for your handwork, it's lovely!",1
Perfect for daily wear!,1
I love these earrings! I just have to be careful not to wear them in the shower so I don't keep losing them down the drain. Great choice for people who have difficulty with studs and want something other than dangly earrings.,1
Perfect. Exactly what I was looking for!!,1
"2nd Purchase from Littionary, love this simple pair as much as my others!",1
product as described but matte finish seems to wear quickly - currently wearing backwards as the finish is the normal and holding up much better,1
"Fantastic earring. Was confused about the ""single"" or ""pair"".Didn't realize that you only get one single earring. I feel silly now that only one came in the package. Quality is fantastic however, took ages to ship.",1
Beautiful earrings. Super fast delivery!!!! Highly recommended!!!,1
"Very cute and danty as described, my only issue would be that the earring is either very easily scratched or changes color a bit.  I barely wore it and the front of it has a streak that is discolored.  I am not sure if it was just unlucky.  All in all it's not too noticeable and i still think its quite cute!",0
Very unique - I didn't even know these were exactly what I was looking for.,0
"Article de très bonne qualité, envoyé a tant et très bien embalé!",1
"This are so simple and classic.  A great every day wear earring that looks unique and is really comfortable, forget I'm even wearing them.",1
"From the packaging to the earrings, SUBLIME and just what I wanted!",1
Prompt delivery and adorable earrings!,1
Arrived very quickly and it's lovely and dainty!,1
Shipped and arrived quickly. Earrings are beautiful and perfect for someone who hates getting poked by stud earrings.,1
Fast shipping and great packaging. I'll definitely be doing business with this shop again. Thank you!,1
"Super cute, planning on wearing these everyday. Thank you!",1
"Very pretty, simple earrings for everyday!",1
"I was worried that they wouldnt stay up in the ""climbing"" position on my ear but they actually stay in place really well and do not irritate my sensitive ears. And they look awesome, very subtle and delicate.",1
I received my order promptly and it was just as described. Many thanks!,1
"Great earrings, excellent seller A+",1
"Great earrings, excellent seller A+",1
My 20 year old daughter smiled when she put them in.  Perfect pair for everyday wear.  Love the simple style!,1
Certainly like these... Smart packaging ;),1
these unusual and beautiful earrings,1
"Lovely, as expected, beautifully packaged.",1
"Not happy with the earrings.They are very small and wihout 'personality', they pretty much look like staples.They would also fall down and I had to constantly arrange them.",0
Simple elegant and comfortable earrings.,1
Gift for my sister so haven't opened it yet but the packaging is lovely and shipping was swift! Thank you!,1
Very delicate and neat,1
Beautiful and comfortable earrings; very unique!,1
Beautiful little earrings. Arrived in good time! Thankyou!,1
Perfect and delicate.  Thank you!,1
unusual and well crafted. thanks!,1
Beautiful pair of earrings.,1
Love it. Does slip off my ear if I'm not careful.,0
"Simple, comfortable, and small. Nice earrings!",1
"Cute, simple design. Shipping was quick. Thanks!",1
I loved the pure gold climber. They were out of stock so I tried the cheaper one but my ear is inflamed and it keeps falling out.,0
Thank you. They were very well received.,1
Perfect earrings! Very fast shipping. Will buy from seller again.,1
So cute; shipped promptly. Thanks so much!,1
Beautiful but its hard to make them tight enough to fully stay on my ear as a climber. I wanted to wear these every day and not take them off but after a few days wear there is some tarnishing on the backs.,0
These climbers hold onto my ear and stay in place all day. They are very thin so they are even harder to keep track of than other earrings.,0
"very delicate, fast shipping. Thank you!",1
"Love it, every time I lose one I have to buy more.",1
Best earrings! They stay on my ears and I can't even feel them.,1
Great product and fast shipping!,1
Bought these as a Christmas gift for my sister.  She loved them!,1
"It was beautiful, but was just a bit big for my ears and didn’t seem to fit well. Mostly a difference of expectation though!",1
"Earring fell out numerous times. After 3 days, and even after adding my own backs, I lost one. They refunded the cost of one earring but I found their customer service to be impersonal and uncaring. Disappointed and not worth the price.",0
"Wonderful! They fit securely, are very lightweight, and so amazingly unique! These were just what I was looking for! :)",1
"The item shipped really quickly! I love them, they're really detailed!",1
"I'm so happy with these earrings, they are absolutely stunning!!",1
I love them to bits ! delivery was on time & nicely wrapped. Will definitely buy from this seller again !,1
I love them!!! I love this style so much!!!! Great job!!!!!,1
Such a beautiful well crafted earring. It’s very comfortable to wear and sits nicely on the ear. I absolutely love it!,1
"The earrings are lovely, very detailed work, and they look amazing on!",1
"Stunning detail, just an absolutely gorgeous piece!! Worth every penny, nickel, quarter and dime.",1
"They look REALLY gorgeous, but for some reason they won't stay ""up"" on one of my ears. :(",1
so glad u recommended the bend. I LOVE THEM,1
"Very pretty, perfect size, excellent shipping!",1
They are awesome ! Got them a lot quicker than I thought. Thanks so much!,1
"Arrived in great condition! I have to do some adjusting to get them to stay up the way I want them to sit, but it's not a big issue. Still beautiful earrings and lighter than expected! I wore them to go see Thor and completely forgot I was wearing earrings!",1
Earrings arrived quickly and were beautifully wrapped :-) Will definitely shop here again.,1
"super cute and comfortable! they don't stay put when I try to wear them across my ear like the model (they stick out and down a little), so I just wear them vertically. I still love them, giving 4 instead of 5 stars because they didn't turn out to be what I thought they were going to... but still recommend!!!",1
Absolutely beautiful earrings and fast shipping! Thank you so much! (and sorry this feedback took so long..),1
Awesome! Thank you!!,1
I hope I will be one with these earrings in Russia :),1
"I get compliments on these earrings all the time because of how striking and sharp they look. but they are heavier than average earrings and it took some time before my ears got used to them. The part of the earring that pierces through your lobes is (too) short for the backing of the earring, and it is located on the wider part of the wing design, so that the earring kind of hangs heavy on the bottom, which makes it a bit awkward to wear. Contrary to how it's advertised, because of the unequal weight distribution on either end of the wing design, you cannot wear the earrings like Rihanna wore hers (i.e. with the slimmer end of the wings pointing upwards). Overall, I am satisfied with the product and the price. It is a good find.",1
Love these earrings with fast delivery.,1
Awesome:)) I get lots of compliments :),1
Great to work with. Great Earrings,1
"These earring are very pretty! They look really cool when wearing them up, or down and are comfy.",1
AMAZING! Thanks so much.,1
A very cute accessory that has an edge to it. It took a little while for it to arrive.,1
Very lightweight to wear & very detailed - great everyday earrings.,1
Awesome! Exactly what I was looking for!,1
Thank you! Lovely earrings :),1
The earrings are perfect. I would buy from this seller again.,1
"Gorgeous earrings, great service and swift delivery.",1
"Love seller's style.  Unfortunately, I don't wear these as often as I'd like because I was under the impression they would sit upright on my ear.  After a little tweaking and bending they just don't fit my ear right.  So I can only wear them down, which gives them a cool edgy rocker feel.",1
"Awesome, she loved them! Thanks!",1
"These beautiful earings are much bigger than I expected and the post doesn't seem to be in the bright place and they therefore do not sit upright on your ear, but stick out a little like Spock ears. They are quite solid and I don't think they look quite right pointing down. I am going to make them into a brooch or a necklace instead.",0
very cute and seller is really nice <3,1
"Awesome earrings :). My friend is going to love them as a her b-day gift. Also, they arrived quicker than I previously thought.",1
These earrings hang down and I thought they would look different but still nice,1
"The earring themselves are beautiful, but there's no way they stay up. I'm actually quite disappointed and will give them away. :(",0
Fast shipping (arrived in the 6 day bracket after shipping notice) but I don't really like these earrings as much as I thought I would. They look very luxurious in the pictures but they seem quite dull in real life. Little disappointing for the $18 price tag.,1
"The wings don't stay in place. They droop down. I was really looking forward to wearing these, but was disappointed.",0
"Bad quality, absolutely poor crap, already broken when they arrived and these wing earrings can not be put on the ears, too heavy and cheap. Don't make the same mistake as me and buy this crap.",0
"Love it! It's a little bit loose and gets facing weird directions but of course it does. It's gorgeous, exactly what I wanted!",1
Beautiful piece. Thank you so much.,1
"very nice piece but too thick of a piercing neck on the earring for my cartilage hole, need to force stretch the hole to fit this piece.",0
The earrings took two weeks to arrive. It was totally okay it's understandable because I ordered it on the 22nd of December. The earrings are simple and beautiful. I definitely needed a youtube video to help me put them on. After viewing the video it takes you seconds to put them on. Totally worth the money! Must by,0
"Love it! got great compliments already from the first day I put it on! FYI, must read and understand the size of the item. I was anticipating a little bigger. Picture can be deceiving, but I'm absolutely satisfied with my purchase.",1
Went perfectly with my gold dress! Made it in plenty of time for my event.,1
"I love this earrings! They’re very unique and I love to wear them! It’s a new style! The seller is a wonderful and helpful person. Even though there were some difficulties with shipping, she was very active & did everything to make me get my oder. Thank you so much BenittaMoko! ❤️",1
"Wundervoll und hochwertig verarbeitet, ein toller diskreter aber raffinierter Hingucker. Es ist sehr angenehm zu tragen und ich bin total begeistert =)",0
i LOVE my hammered gold earrings! the first crawlers that actually stay put and i get compliments everywhere i go!,1
Love these earrings and they came really quickly :) I get compliments on these all the time,1
Love how subtle these are.,1
Love love,1
"Ich liebe meine neuen Ohrringe!!!
Sehen total edel aus und lassen sich toll tragen. Sind ganz leicht, nicht spürbar und gut verarbeitet.",0
Love them!,1
"I previously posted that I couldn't get the earrings to stay in place, but I was pretty sure it was me and not the earrings. I was right! I tried them again today, and they're staying in place just fine. I love them! 

Arrived fast, and they're lovely, but I just can't get them to rest in my ear the way they do in the photos. I wear them pointing down instead, and am happy with them, but wish I could get them to stay put long-wise. I'm pretty sure it's due to the shape of my ears / user error, though, and not the earrings themselves. :)",1
These are super comfortable and fashionable with any type of outfit. I get compliments each time I wear them ☺️,1
Absolutely love these earrings! My favorite pair to wear. Always get compliments. Thank you!,1
"Gorgeous, simple, golden goddess ???",1
My favorite,1
C'est le deuxième que j'achète et je l'adore! Simple original et élégant!,1
They're so beautiful! I love them!!,1
Beautiful thank You 🙏,1
"Boucles d'oreilles très belles. 
Mais l'envoie a été très long.... Un peu moins d'un mois. Et donc pas arrivé à temps pour les fêtes de Noël...",0
I really love these! They're my new favourite earrings. They fit comfortably as well. Highly recommended!,1
Perfect!!!,1
"I absolutely love these earrings. I have received so many compliments about how they are ""so you.""  I never like wearing earrings because they usually are heavy on my ears or poke my head behind my ears. Most earrings irritate my skin, but these don't. These ones are light weight and lay in my ear naturally. i cant even feel them. I could sleep in them! Thank you, i will definitely be back!",1
I love them! They look beautiful and understated.,1
"I love these earrings, so pretty and individual. Thank you 😊",1
"Lovely pieces, beautifully packed and easy yo wear with everything!!!",1
"Magnifique ! Parfait. Bel emballage, belle qualité !",1
Love Love Love IT! Fits perfect!,1
"I love these! I just wish they stayed a little bit firmer on my ears, but I think that’s the nature of an ear climber.",1
Lovely!,1
Super schön! Kann ich nur weiter empfehlen,1
Love these! Goes with all sorts of outfits and have received loads of compliments. Thank you!,1
So so so happy! I got them in the mail a week ago and have worn them 4 times already. Everytime I wear them I get compliments!! Great quality! Will be purchasing from this shop again!,1
Just gorgeous! perfect size and easy to wear. I am enjoying them a lot.,1
Beautiful ear crawlers. Would recommend this seller!,1
I requested it to be a little shorter to fit my ear better and it looks great! Love it.,1
I love these. So dainty and unique. Thank you!,1
"unique, classy and wearable.  I get complements daily on these earrings.  great design.",1
"Took a while to get there but it was stipulated in the item description so no surprise ! The earrings are just perfect, and they came in a lovely tiny box. Many thanks :)",1
Beautifully made and fits my ears perfectly! Also came is the specified shipping time.,1
"I am very satisfied with this shopping, i think this is coolest ear climbers ever! 
Thank you!",1
Love these ear climbers,1
Unique and gorgeous. I love these ear climbers!,1
These earrings really catch the light.  They are stunning!  My daughter has a pair of these earrings.  The way these earrings catch the light made me want a pair too!,1
Super fin et si joli! Une merveille!,1
"Love the way these look, however they don't clamp onto ear very well. Could be the design of my ears!",0
SUPER CUTE! It arrived within time frame.I would definitely recommend this piece easy to put on and comfortable.,1
These are so beautiful and lightweight,1
"Génial et parfait, merci !!!",1
"I almost never take the time to write reviews, but had to make an exception because I LOVE these earrings!
They fit snugly on my ear and do not slip around at all, but also don't pinch and are so comfortable that I often forget to take them off before bed. They are also are even prettier and daintier in person and I get tons of compliments. I also have very sensitive skin and the metal doesn't irritate it at all.
I wear them almost every day-- cannot recommend enough :)",1
"These are beautiful and well made, but I found them a little long for my petite ears. Be careful to measure your lobes when ordering climbers, and adjust if you need to find something smaller!",1
"Es hat alles super geklappt, vielen Dank!!
Die Ohrklemme ist sehr fein verarbeitet und sieht sehr schön aus!!",1
Sehr schöner Ohring! Schnelle Lieferung!,0
"Absolutely beautiful and unique earrings, love them!",1
"Ordered these with the cuffs...this one fits my ear a little awkwardly, but I think it's just the shape of my ear. Loved both of these products! Show your support!",1
Perfect!! Thank you!,1
So beautiful and unique... thank you!,1
Great quality! This is my third pair purchased (one for myself and two as gifts)! Ships quicker than expected.,1
"They arrived today, really happy with them!  Thank you!",1
Such a cool design! Everyone e wants to know where I got these guys!,1
"These are SO CUTE!  Exactly as described, would buy again :-)",1
Beautifully crafted and pleasing to look at. Compliments whenever I wear them. Thank you!!,1
These ear climbers are simple but very pretty and well made,1
"The earring is really cute, love it!",1
Article original et très joli. Réponses très réactives et vendeuse très aimable. Je recommande les yeux fermés :),1
Exactly as described and so unique! I get compliments on them all the time!,1
Beautiful Earwear!! Really happy with them,1
Beautiful! I like them a lot,1
"Beautiful earrings, exactly as shown. A great present. Would certainly buy again.",1
Very simple and minimalist. Stays the way it's supposed to most of the time if I'm not touching it. Have gotten sevral compliments but I love it for the tiny detail and slight shininess it creates.,1
Items are exactly as described and stay in place very well. Really beautiful pieces!!,1
¡Me encantaron los aretes! Súper delicados y edgy a la vez.,1
"I love these crawlers. I did have to bend the back a bit, because they were making my ears hurt, but it was very easy to do. I got these by the recommendation of Sharleen Joynt and I’m very happy with my purchase.",1
"envoi trés soigné, le bijou est superbe",1
Just as pictured. Love them!,1
Everyone keeps asking about them - they're so special!,1
"Très jolies boucles d'oreilles, tout à fait conforme à la photo, très bon rapport qualité / prix !",0
"These earrings are edgy and everyday at the same time. A little hard to get in the first time, but well worth the effort!",1
"Conforme aux photos, discret et élégant",0
Great project and love wearing!!,1
Arrivé rapidement et très jolies boucles d'oreille,1
Sehr schöne Ohrringe! Vielen Dank,0
"My ears are too small , they don't fit quite well. They also rusted on me after the second use.",0
Very cute! Happy with purchase,1
"Really nice earrings, fit perfectly and impress around me :)",1
Purchased this item in both gold & silver and I love it.  Came in mail very quickly.  Will purchase again from this seller,1
Really beautyful errings - Ilove them.,1
Very cute. loved the ear climbers!,1
Really beautiful .. Thank you.. Will recommend this store,1
These earrings are beautiful and well made.,1
These are beautiful earrings and arrived within the projected time. The reason for 4 stars instead of 5 is because they keep sliding down off my ears every 15ish minutes. It's a bit frustrating. But I have small lobes in length and thickness so this probably wouldn't be a concern for most.,1
"The package took 32 days to arrive to my home.  I like the hammered look of the earrings.  The earrings seem like shaped wire, they are flexible which I did not expect.  The earrings ""loosen"" and because they do not fit my ear perfectly I need to keep adjusting them throughout the day. The ends slide down and stick off my ear.  Of course everyone's ears are not shaped the same but I did not forsee this happening.

I do get lots of compliments and they are a very unique idea, but I could have hammered some wire myself for less than $30.",0
LOVE!! Going to buy more!,1
"attention à la forme de vos oreilles 
en tout cas service serieux livraison ok",1
Yes it shipped on time and love the earrings,1
Very nice and cool! Looks great.,1
"Everything fine! Beautiful earrings, thank you!",1
"Stunning ear cuffs. Getting lots of compliments when wearing them, the only complaint is that they don’t stay in place very well and I frequently have to check that they are still in place.",1
Perfect article! Received on time and looks beautiful. Thank you!,1
Look as great as on the photo. Fast delivery.,1
This seller is very helpful,1
"simple, different. good quality and interesting",1
Son originalité + qualité matière,0
"Shipped earlier than expected. Lovely, lovely, thank you.",1
"very pretty earrings, good quality",1
"Beautiful earrings! I was a bit worried about how these would feel, but they are very comfortable and don't budge in my ears.",1
"These arrived right on time, exactly as pictured, and with the ideal amount of pinch.  (Effective, but not painful.)",0
I love how delicate they are but my only complaint is the part of the earring that sits through my ear is very short so the earrings make my ears very sore.  I only wore them for a few hours and when I took them out the holes where my ears are pierced were red and swollen.  I'll still try to wear them but only for a very short period of time.,1
"Very delicate and pretty, kind of painful to wear for too long",0
Material is thinner than it looks.,0
"Still waiting for product, received email from seller, will edit when I receive package- don't know how to delete a review.",0
I didnt receive my item yet.,0
"I love them so much; I didn't understand how to put them on at first, but it took me less than 2 minutes. If they feel loose, I can just squeeze them a bit. I would definitely buy more, plus they came in the cutest little corkscrew bottle ❤️",1
"My new favorite. I love looking at the moon, I always appreciate it whenever I see it...and this ear climber design really captured the phases. The earrings are just so lovely. I'm really happy I found it from Arajera.",1
"SO so cute! High quality too! I love them so much, Thank you!!",1
"OBSESSED with these and the pretty little glass jar they came in, so dainty and elegant!",1
"Great communication from the seller who also provided tracking number. And, while shipping took some time as was noted in description, the ear climbers arrived safely in a cute small cork bottle inside a padded envelope, along with a care card. Simply over the moon for these! Flawless craftsmanship and they fit me perfectly! I've never owned any that were complimented on nearly as much as ones from Ara. She is my favorite person to purchase ear climbers from. I'm once again very pleased and appreciative!",1
The ear pins are very unusual.I love them and they were worth the wait. I have them on right now.,1
I love them!!!,1
"I gave Ara so much stress for switching address from NY to Japan.
She was so patient and tried so hard to match my needs.
I finally got items while I was in Japan and I was able to give to my sister. And she loves it.  Thank you so much!",1
"Just arrived, in cute little vile to keep them safe. Good quality earrings, slightly fiddley to get them in at first but once got the hang of them all fine, thank you xx xx",1
I've been looking for ear climbers for a while and these are perfect!,1
"My package arrived today and it's exactly what I expected!! The earrings are easy to put in. While they represent the moon, they are also perfect for the upcoming North American solar eclipse. Thank you!!!",1
"Omg.... these earrings are so unique, i couldn't be happier@",1
These ear climbers are absolutely beautiful. And I can tell that they're quality. Thanks! :),1
Love them!,1
"Love these earrings! I am a science nerd, so they are perfect!",1
I absolutely adore this shop. I’ve ordered several times (because I’m prone to always and forever losing my earrings lol) and I would highly recommend them.,1
What beautiful earrings! They look lovely on and are just the perfect size. I loved the little glass bottle they came in too! I'm already planning a second order. :),1
Just got these. 5 stars alone for packaging in an adorable little glass bottle; perfect as I always seem to lose one earring. Other sellers should take note on their packaging! Earrings look just as advertised.,1
THESE ARE MY NEW FAVORITE EARRINGS IN THE WHOLE WORLD OMG,1
"I get so many compliments on these earrings. I love that I can bend the silver to the shape of my ear. I ordered the ones with moonstone, and it’s a beautiful touch",1
"Shipping took a while cause it’s international, but I’ve gotten tons of compliments on these!",1
